judge,time_taken,candidate_chosen,candidate_not_chosen,group
570023-570014-58878608@x.xx,87230,URVVWM,7VAUKB,Rutgers
570023-570014-58878608@x.xx,53988,HPPDXP,WP7BYJ,Rutgers
570023-570014-58878608@x.xx,45688,URVVWM,PXSQJB,Rutgers
570023-570014-58878608@x.xx,27730,N2Q9EZ,PXSQJB,Rutgers
570023-570014-58878608@x.xx,35767,Y6JTCZ,7VAUKB,Rutgers
570023-570014-58878608@x.xx,15528,69J9SW,PXSQJB,Rutgers
570023-570014-58878608@x.xx,18015,HPPDXP,PXSQJB,Rutgers
570023-570014-58878608@x.xx,44566,N2Q9EZ,TBEEEN,Rutgers
570023-570014-58878608@x.xx,14040,N2Q9EZ,7VAUKB,Rutgers
570023-570014-58878608@x.xx,12802,HPPDXP,Y6JTCZ,Rutgers
570023-570014-58878608@x.xx,9208,69J9SW,PXSQJB,Rutgers
570023-570014-58878608@x.xx,6099,TBEEEN,7VAUKB,Rutgers
570023-570014-58878608@x.xx,13578,URVVWM,N2Q9EZ,Rutgers
570023-570014-58878608@x.xx,15525,N2Q9EZ,Y6JTCZ,Rutgers
570023-570014-58878608@x.xx,9505,URVVWM,69J9SW,Rutgers
570023-570014-58878608@x.xx,16655,HPPDXP,69J9SW,Rutgers
570023-570014-58878608@x.xx,8984,69J9SW,WP7BYJ,Rutgers
570023-570014-58878608@x.xx,14598,Y6JTCZ,7VAUKB,Rutgers
570023-570014-58878608@x.xx,9691,HPPDXP,WP7BYJ,Rutgers
570023-570014-58878608@x.xx,4828,N2Q9EZ,7VAUKB,Rutgers
570023-570014-58878999@x.xx,86314,TBEEEN,URVVWM,Rutgers
570023-570014-58878999@x.xx,55570,Y6JTCZ,TBEEEN,Rutgers
570023-570014-58878999@x.xx,20836,TBEEEN,HPPDXP,Rutgers
570023-570014-58878999@x.xx,31018,Y6JTCZ,PXSQJB,Rutgers
570023-570014-58878999@x.xx,14412,PXSQJB,WP7BYJ,Rutgers
570023-570014-58878999@x.xx,31745,Y6JTCZ,7VAUKB,Rutgers
570023-570014-58878999@x.xx,48280,PXSQJB,URVVWM,Rutgers
570023-570014-58878999@x.xx,30688,PXSQJB,69J9SW,Rutgers
570023-570014-58878999@x.xx,41237,HPPDXP,URVVWM,Rutgers
570023-570014-58878999@x.xx,65857,TBEEEN,69J9SW,Rutgers
570023-570014-58878999@x.xx,14308,N2Q9EZ,WP7BYJ,Rutgers
570023-570014-58878999@x.xx,74314,PXSQJB,7VAUKB,Rutgers
570023-570014-58878999@x.xx,28977,7VAUKB,HPPDXP,Rutgers
570023-570014-58878999@x.xx,12507,7VAUKB,TBEEEN,Rutgers
570023-570014-58878999@x.xx,14966,TBEEEN,WP7BYJ,Rutgers
570023-570014-58878999@x.xx,31465,N2Q9EZ,PXSQJB,Rutgers
570023-570014-58878999@x.xx,20503,HPPDXP,URVVWM,Rutgers
570023-570014-58878999@x.xx,15127,Y6JTCZ,HPPDXP,Rutgers
570023-570014-58878999@x.xx,9635,N2Q9EZ,69J9SW,Rutgers
570023-570014-58878999@x.xx,4360,TBEEEN,WP7BYJ,Rutgers
570023-570014-58902072@x.xx,83659,Y6JTCZ,7VAUKB,Rutgers
570023-570014-58902072@x.xx,73863,69J9SW,TBEEEN,Rutgers
570023-570014-58902072@x.xx,85407,HPPDXP,URVVWM,Rutgers
570023-570014-58902072@x.xx,96455,7VAUKB,WP7BYJ,Rutgers
570023-570014-58902072@x.xx,28225,69J9SW,URVVWM,Rutgers
570023-570014-58902072@x.xx,51794,HPPDXP,TBEEEN,Rutgers
570023-570014-58902072@x.xx,29911,69J9SW,PXSQJB,Rutgers
570023-570014-58902072@x.xx,31175,PXSQJB,WP7BYJ,Rutgers
570023-570014-58902072@x.xx,46116,N2Q9EZ,Y6JTCZ,Rutgers
570023-570014-58902072@x.xx,20125,7VAUKB,WP7BYJ,Rutgers
570023-570014-58902072@x.xx,74225,N2Q9EZ,HPPDXP,Rutgers
570023-570014-58902072@x.xx,59087,TBEEEN,WP7BYJ,Rutgers
570023-570014-58902072@x.xx,32470,7VAUKB,WP7BYJ,Rutgers
570023-570014-58902072@x.xx,27130,WP7BYJ,URVVWM,Rutgers
570023-570014-58902072@x.xx,33464,PXSQJB,Y6JTCZ,Rutgers
570023-570014-58902072@x.xx,11755,69J9SW,Y6JTCZ,Rutgers
570023-570014-58902072@x.xx,44271,HPPDXP,PXSQJB,Rutgers
570023-570014-58902072@x.xx,18132,N2Q9EZ,7VAUKB,Rutgers
570023-570014-58902072@x.xx,11223,69J9SW,N2Q9EZ,Rutgers
570023-570014-58902072@x.xx,109552,HPPDXP,PXSQJB,Rutgers
570023-570014-58902293@x.xx,105805,N2Q9EZ,WP7BYJ,Rutgers
570023-570014-58902293@x.xx,138349,TBEEEN,URVVWM,Rutgers
570023-570014-58902293@x.xx,159263,69J9SW,HPPDXP,Rutgers
570023-570014-58902293@x.xx,52660,HPPDXP,TBEEEN,Rutgers
570023-570014-58902293@x.xx,194983,7VAUKB,69J9SW,Rutgers
570023-570014-58902293@x.xx,26556,N2Q9EZ,URVVWM,Rutgers
570023-570014-58902293@x.xx,24495,Y6JTCZ,69J9SW,Rutgers
570023-570014-58902293@x.xx,66149,PXSQJB,TBEEEN,Rutgers
570023-570014-58902293@x.xx,24117,69J9SW,7VAUKB,Rutgers
570023-570014-58902293@x.xx,15588,N2Q9EZ,URVVWM,Rutgers
570023-570014-58902293@x.xx,8257,Y6JTCZ,7VAUKB,Rutgers
570023-570014-58902293@x.xx,4491,Y6JTCZ,TBEEEN,Rutgers
570023-570014-58902293@x.xx,8993,N2Q9EZ,URVVWM,Rutgers
570023-570014-58902293@x.xx,47165,HPPDXP,TBEEEN,Rutgers
570023-570014-58902293@x.xx,14732,PXSQJB,URVVWM,Rutgers
570023-570014-58902293@x.xx,10417,69J9SW,WP7BYJ,Rutgers
570023-570014-58902293@x.xx,25552,Y6JTCZ,7VAUKB,Rutgers
570023-570014-58902293@x.xx,22283,HPPDXP,7VAUKB,Rutgers
570023-570014-58902293@x.xx,9365,TBEEEN,WP7BYJ,Rutgers
570023-570014-58902293@x.xx,5810,PXSQJB,TBEEEN,Rutgers
